Rank,CustomerID,Churn_Probability,MonthlyCharges,CLV,Expected_Loss,Expected_Value_of_Action
3061,6598-RFFVI,0.621902483246363,19.3,463.20000000000005,288.0652302397154,36.41956907191461
3062,8755-IWJHN,0.12583165191800047,95.35,2288.3999999999996,287.95315224915225,36.38594567474567
3063,6121-VZNQB,0.6275120193369377,19.1,458.40000000000003,287.65150966405224,36.295452899215675
3064,0224-RLWWD,0.27021458463087,44.3,1063.1999999999998,287.29214637954095,36.18764391386229
3065,8311-UEUAB,0.15854338798349293,75.5,1812.0,287.2806190260892,36.18418570782676
3066,5968-XQIVE,0.1332948584148161,89.7,2152.8,286.9571711954161,36.08715135862482
3067,1169-SAOCL,0.11210040212235235,106.65,2559.6000000000004,286.93218927237314,36.07965678171193
3068,4464-JCOLN,0.6017677843806075,19.85,476.40000000000003,286.6821724789214,36.00465174367642
3069,5960-MVTUK,0.4009069805774496,29.75,714.0,286.24758413229904,35.87427523968971
3070,9909-DFRJA,0.1243136199051114,95.85,2300.3999999999996,285.9710512297182,35.79131536891546
3071,1472-TNCWL,0.12580839034885252,94.7,2272.8,285.937309584872,35.7811928754616
3072,8715-KKTFG,0.1153250050761552,103.3,2479.2,285.91375258480394,35.77412577544118
3073,9659-ZTWSM,0.11093148986924475,107.35,2576.3999999999996,285.80389049912213,35.74116714973664
3074,4946-EDSEW,0.6184738408265321,19.25,462.0,285.73491446185784,35.72047433855735
3075,1905-OEILC,0.6105239794730888,19.5,468.0,285.72522239340555,35.71756671802166
3076,7551-JOHTI,0.6105239794730888,19.5,468.0,285.72522239340555,35.71756671802166
3077,2960-NKRSO,0.13827756619405926,85.95,2062.8,285.2389635451055,35.57168906353165
3078,1215-VFYVK,0.2462233353220454,48.25,1158.0,285.1266223029286,35.53798669087857
3079,5510-BOIUJ,0.617049274206664,19.25,462.0,285.07676468347876,35.52302940504363
3080,4118-CEVPF,0.10712118035992738,110.8,2659.2,284.85664281311887,35.45699284393565
3081,3705-PSNGL,0.5813461525305695,20.4,489.59999999999997,284.62707627896685,35.38812288369006
3082,2937-FTHUR,0.18291732284130566,64.8,1555.1999999999998,284.4730204827985,35.341906144839555
3083,9974-JFBHQ,0.11946542181421882,99.15,2379.6000000000004,284.27991774911516,35.28397532473454
3084,3786-WOVKF,0.11080194751601295,106.85,2564.3999999999996,284.1405142100636,35.242154263019074
3085,8812-ZRHFP,0.13668933681526563,86.45,2074.8,283.60303602431316,35.08091080729395
3086,6603-QWSPR,0.11318527733860748,104.4,2505.6000000000004,283.59703089961494,35.07910926988448
3087,5839-SUYVZ,0.15848802219221816,74.55,1789.1999999999998,283.5667693063167,35.07003079189501
3088,6994-FGRHH,0.11118928197917924,106.15,2547.6000000000004,283.2658147701571,34.97974443104712
3089,3733-LSYCE,0.15663615673321374,75.35,1808.3999999999999,283.2608258363437,34.97824775090311
3090,6726-WEXXK,0.13739508930272415,85.9,2061.6000000000004,283.25371610649614,34.976114831948834
3091,4183-WCSEP,0.15043650594369332,78.45,1882.8000000000002,283.2418533907858,34.972556017235746
3092,4462-CYWMH,0.1314031933045242,89.8,2155.2,283.20016220991056,34.960048662973165
3093,0481-SUMCB,0.11545958523940089,102.15,2451.6000000000004,283.06071917291524,34.91821575187457
3094,0268-QKIWO,0.596970948670608,19.75,474.0,282.9642296698682,34.88926890096046
3095,2817-NTQDO,0.2583635798474235,45.55,1093.1999999999998,282.4430654892033,34.73291964676099
3096,7641-TQFHN,0.11703636954810256,100.55,2413.2,282.4321669934811,34.72965009804432
3097,5404-GGUKR,0.22903474340775237,51.35,1232.4,282.262417775714,34.67872533271421
3098,6993-YGFJV,0.10448027673601516,112.55,2701.2,282.22212351932416,34.66663705579724
3099,0913-XWSCN,0.13749822180319002,85.5,2052.0,282.1463511401459,34.643905342043766
3100,9938-EKRGF,0.13915562913448098,84.45,2026.8000000000002,282.0406291297661,34.61218873892983
3101,9842-EFSYY,0.20541770704292545,57.2,1372.8000000000002,281.99742822852807,34.59922846855842
3102,3055-MJDSB,0.47739215891531545,24.6,590.4000000000001,281.85233062360226,34.55569918708068
3103,1169-WCVAK,0.1321984389942152,88.8,2131.2,281.74131318447144,34.52239395534143
3104,9943-VSZUV,0.15467497088770693,75.7,1816.8000000000002,281.01348710878597,34.30404613263579
3105,4634-JLRJT,0.5752845634849535,20.35,488.40000000000003,280.9689808060513,34.29069424181539
3106,8887-IPQNC,0.26448178908256764,44.25,1062.0,280.87966000568684,34.26389800170605
3107,7554-AKDQF,0.25635524718615355,45.65,1095.6,280.8628088171498,34.25884264514494
3108,3842-QTGDL,0.14490284357380806,80.75,1938.0,280.82171084604005,34.24651325381201
3109,3946-JEWRQ,0.12288225026186257,95.2,2284.8,280.7613653983036,34.228409619491075
3110,7128-GGCNO,0.1605963738270872,72.8,1747.1999999999998,280.5939843506867,34.178195305206
3111,3014-WJKSM,0.1552567914552108,75.3,1807.1999999999998,280.58007351785693,34.17402205535707
3112,1347-KTTTA,0.11394549023027518,102.45,2458.8,280.16917137820064,34.05075141346019
3113,5542-DHSXL,0.21338029315190496,54.7,1312.8000000000002,280.1256488498209,34.037694654946264
3114,0428-IKYCP,0.1341568769278782,87.0,2088.0,280.11955902540967,34.0358677076229
3115,1548-FEHVL,0.10971578143104647,106.2,2548.8,279.6435837114513,33.89307511343539
3116,9933-QRGTX,0.11986462533765752,97.2,2332.8,279.62019798768745,33.88605939630624
3117,3258-SANFR,0.2604187046683298,44.7,1072.8000000000002,279.37718636818425,33.81315591045528
3118,8456-QDAVC,0.1478688846545832,78.7,1888.8000000000002,279.2947493355768,33.78842480067304
3119,2876-VBBBL,0.574498080926896,20.25,486.0,279.20606733047146,33.76182019914144
3120,0670-KDOMA,0.574498080926896,20.25,486.0,279.20606733047146,33.76182019914144
3121,4824-GUCBY,0.14238869529680712,81.7,1960.8000000000002,279.19575373797943,33.75872612139382
3122,6557-BZXLQ,0.16696682043255368,69.65,1671.6000000000001,279.1017370350568,33.73052111051703
3123,9025-ZRPVR,0.6133394911257996,18.95,454.79999999999995,278.9468005640136,33.68404016920407
3124,2001-EWBQU,0.11096653792872271,104.7,2512.8,278.83671650729445,33.65101495218833
3125,2667-WYLWJ,0.5879634803889198,19.75,474.0,278.694689704348,33.608406911304385
3126,3569-EDBPQ,0.13764842643435724,84.35,2024.3999999999999,278.6554744737128,33.59664234211384
3127,7663-CUXZB,0.10206047574792873,113.75,2730.0,278.62509879184546,33.58752963755363
3128,3617-XLSGQ,0.10622199569173758,109.25,2622.0,278.51407270373596,33.55422181112078
3129,4482-FTFFX,0.20653412820236222,56.15,1347.6,278.32539116550333,33.497617349650994
3130,2669-QVCRG,0.14249647761824621,81.3,1951.1999999999998,278.039127128722,33.4117381386166
3131,6749-UTDVX,0.11170784073750546,103.65,2487.6000000000004,277.88442461861865,33.36532738558559
3132,8421-WZOOW,0.12145616771585924,95.3,2287.2,277.7945467997132,33.338364039913955
3133,6990-YNRIO,0.10648954985560752,108.65,2607.6000000000004,277.6821502034822,33.30464506104465
3134,6050-FFXES,0.1098196108807606,105.35,2528.3999999999996,277.6679041509151,33.30037124527452
3135,7208-PSIHR,0.11091062503879505,104.3,2503.2,277.63147659711177,33.289442979133526
3136,1218-VKFPE,0.6087038709378116,19.0,456.0,277.56896514764213,33.27068954429264
3137,3865-YIOTT,0.1089902722152644,106.1,2546.3999999999996,277.53282916894926,33.25984875068478
3138,9544-PYPSJ,0.12022239849746812,96.1,2306.3999999999996,277.28093989456045,33.184281968368126
3139,5339-TJFEK,0.10947072505666748,105.5,2532.0,277.1798758434821,33.153962753044624
3140,2931-XIQBR,0.11205307947966577,103.05,2473.2,277.12967616910936,33.138902850732805
3141,9419-IPPBE,0.1279187477145313,90.15,2163.6000000000004,276.76500255516,33.029500766548
3142,1391-UBDAR,0.15816556284524258,72.9,1749.6000000000001,276.72646875403643,33.01794062621093
3143,7879-CGSFV,0.1140588278522979,100.9,2421.6000000000004,276.20485752712466,32.86145725813739
3144,6519-CFDBX,0.25322354353696586,45.4,1089.6,275.91237303787796,32.77371191136338
3145,1230-QAJDW,0.17615231508106563,65.25,1566.0,275.8545254169488,32.75635762508463
3146,3199-XGZCY,0.15260631117917395,75.25,1806.0,275.60699798958814,32.68209939687644
3147,8695-WDYEA,0.22403270085338342,51.25,1230.0,275.5602220496616,32.66806661489848
3148,4283-IVYCI,0.17677179335909335,64.95,1558.8000000000002,275.55187148815475,32.66556144644642
3149,0928-JMXNP,0.3839770644730483,29.9,717.5999999999999,275.54194146585945,32.66258243975783
3150,2560-PPCHE,0.1092657231869945,105.05,2521.2,275.4807412990505,32.644222389715154
3151,5760-FXFVO,0.14529048947599052,78.95,1894.8000000000002,275.29641945910686,32.58892583773205
3152,3137-LUPIX,0.17810974262447615,64.4,1545.6000000000001,275.28641820039036,32.58592546011711
3153,1577-HKTFG,0.5835093106992343,19.65,471.59999999999997,275.1829909257589,32.55489727772766
3154,0917-EZOLA,0.11004331053125563,104.15,2499.6000000000004,275.0642590039266,32.519277701177984
3155,7901-HXJVA,0.14990299047131445,76.45,1834.8000000000002,275.0420069167678,32.51260207503033
3156,2522-AHJXR,0.104623098422901,109.45,2626.8,274.82395493727637,32.44718648118291
3157,1557-EMYVT,0.0994965492673914,115.05,2761.2,274.72987183712115,32.41896155113635
3158,1679-JRFBR,0.1058319956056768,108.15,2595.6000000000004,274.69752779409475,32.409258338228426
3159,6542-LWGXJ,0.45737315044652094,25.0,600.0,274.42389026791255,32.32716708037377
3160,2001-MCUUW,0.10509862294165107,108.65,2607.6000000000004,274.05516918264937,32.21655075479481
3161,0013-MHZWF,0.16450608830911528,69.4,1665.6000000000001,274.00134068766243,32.20040220629873
3162,8259-NFJTV,0.32944668543159694,34.65,831.5999999999999,273.967863604916,32.190359081474796
3163,4767-HZZHQ,0.1389759672992223,82.05,1969.1999999999998,273.6714748056285,32.10144244168855
3164,9739-JLPQJ,0.09695983723235112,117.5,2820.0,273.42674099523015,32.02802229856904
3165,8128-YVJRG,0.14295133200674592,79.65,1911.6000000000001,273.26576626409553,31.979729879228657
3166,2323-ARSVR,0.10250383006147831,111.05,2665.2,273.19320787985197,31.957962363955588
3167,9833-TGFHX,0.11710077362406898,97.1,2330.3999999999996,272.8916428535303,31.867492856059087
3168,7666-WKRON,0.14120009694447727,80.45,1930.8000000000002,272.6291471803967,31.788744154119016
3169,7521-AFHAB,0.25353208132735416,44.8,1075.1999999999998,272.59769384317116,31.779308152951344
3170,5759-RCVCB,0.32265945020717146,35.2,844.8000000000001,272.5827035350185,31.77481106050554
3171,6103-LIANB,0.11410938358977614,99.5,2388.0,272.4932080123854,31.74796240371562
3172,6439-LAJXL,0.1646356942039719,68.95,1654.8000000000002,272.4391467687327,31.731744030619808
3173,0516-VRYBW,0.5630565987312109,20.15,483.59999999999997,272.2941711464136,31.68825134392408
3174,2332-EFBJY,0.575692900901599,19.7,472.79999999999995,272.18760354627597,31.656281063882787
3175,4366-CTOUZ,0.1131741820479673,100.2,2404.8,272.1612729889518,31.648381896685535
3176,0206-TBWLC,0.09887196513946861,114.65,2751.6000000000004,272.05609927776186,31.616829783328555
3177,6616-AALSR,0.10867243426445712,104.3,2503.2,272.02883745078907,31.60865123523672
3178,6705-LNMDD,0.2266732387479186,50.0,1200.0,272.0078864975023,31.602365949250682
3179,2903-YYTBW,0.25432021659897647,44.55,1069.1999999999998,271.9191755876256,31.575752676287678
3180,9571-EDEBV,0.114819424366657,98.65,2367.6000000000004,271.84646913049716,31.55394073914914
3181,8203-XJZRC,0.5593444924044936,20.25,486.0,271.8414233085839,31.552426992575164
3182,4211-MMAZN,0.5593444924044936,20.25,486.0,271.8414233085839,31.552426992575164
3183,3657-COGMW,0.10469383733658733,108.1,2594.3999999999996,271.6176915860421,31.485307475812633
3184,6322-PJJDJ,0.11932786210761044,94.8,2275.2,271.49475186723527,31.448425560170577
3185,3717-LNXKW,0.12334565267880977,91.7,2200.8,271.45911241552454,31.437733724657363
3186,2971-SGAFL,0.14336509429047836,78.75,1890.0,270.9600282090041,31.288008462701228
3187,7396-VJUZB,0.24940673414233916,45.25,1086.0,270.8557132785803,31.256713983574087
3188,4903-UYAVB,0.5831617294928966,19.35,464.40000000000003,270.8203071765012,31.246092152950368
3189,0607-DAAHE,0.5711679453899012,19.75,474.0,270.7336061148132,31.22008183444396
3190,5067-XJQFU,0.10394720958989337,108.45,2602.8,270.5537971205745,31.166139136172333
3191,6323-AYBRX,0.5821702570200932,19.35,464.40000000000003,270.3598673601313,31.107960208039387
3192,8543-MSDMF,0.14548574867224257,77.4,1857.6000000000001,270.25432673355783,31.07629802006734
3193,9233-PSYHO,0.1124195488018419,100.15,2403.6000000000004,270.2116275001072,31.063488250032165
3194,4685-ERGHK,0.12946694086769137,86.9,2085.6000000000004,270.01625187365715,31.00487556209714
3195,3162-ZJZFU,0.12151764663837705,92.55,2221.2,269.9149967131631,30.974499013948915
3196,5804-HYIEZ,0.10604058639662446,106.05,2545.2,269.8945004966886,30.968350149006568
3197,6821-JPCDC,0.11580102970585111,97.05,2329.2,269.7237583908684,30.91712751726051
3198,8984-HPEMB,0.0946157547928398,118.65,2847.6000000000004,269.42782334809067,30.8283470044272
3199,5934-TSSAU,0.14908502109785987,75.3,1807.1999999999998,269.42645012805235,30.827935038415703
3200,3948-XHGNA,0.22649177563804274,49.55,1189.1999999999998,269.3440195887604,30.803205876628112
3201,8149-AIQCG,0.15320365590900759,73.15,1755.6000000000001,268.9643383138537,30.689301494156112
3202,6838-YAUVY,0.11782370090520733,95.1,2282.3999999999996,268.92081494604514,30.676244483813534
3203,2002-MZHWP,0.5462972798942133,20.5,492.0,268.77826170795294,30.633478512385878
3204,9753-OYLBX,0.5462972798942133,20.5,492.0,268.77826170795294,30.633478512385878
3205,0550-DCXLH,0.15264726409063484,73.35,1760.3999999999999,268.72024370515356,30.616073111546072
3206,8679-LZBMD,0.1234197889167266,90.65,2175.6000000000004,268.51209276723046,30.553627830169134
3207,8198-RKSZG,0.13906533250398723,80.45,1930.8000000000002,268.50734399869856,30.552203199609565
3208,8329-UTMVM,0.10689243099795398,104.65,2511.6000000000004,268.47102969446127,30.54130890833838
3209,5201-FRKKS,0.15046650544967347,74.3,1783.1999999999998,268.3118725178577,30.493561755357305
3210,8261-GWDBQ,0.09623949538072535,116.05,2785.2,268.04624253439624,30.413872760318867
3211,2585-KTFRE,0.1584481019854027,70.45,1690.8000000000002,267.90405083691894,30.371215251075682
3212,1217-VASWC,0.11100263350149372,100.55,2413.2,267.87155516580464,30.361466549741394
3213,3756-VNWDH,0.11066191543414328,100.75,2418.0,267.58051151975843,30.274153455927532
3214,0708-LGSMF,0.1692482610025307,65.85,1580.3999999999999,267.4799516883995,30.24398550651985
3215,4619-EVPHY,0.1223939418197123,91.0,2184.0,267.3083689342517,30.192510680275504
3216,5906-BFOZT,0.5710930848497979,19.5,468.0,267.27156370970545,30.18146911291163
3217,3904-UKFRE,0.13897416271945234,80.1,1922.3999999999999,267.1639304118752,30.149179123562547
3218,2826-DXLQO,0.37351351273022704,29.8,715.2,267.1368643046584,30.14105929139751
3219,4918-FYJNT,0.12304699493718955,90.45,2170.8,267.1104166096511,30.133124982895325
3220,6400-BWQKW,0.1405932824554288,79.05,1897.1999999999998,266.7335754744395,30.02007264233184
3221,6366-XIVKZ,0.1759545473727644,63.15,1515.6,266.6767119981617,30.003013599448508
3222,1061-PNTHC,0.10134886116911927,109.6,2630.3999999999996,266.5880444192513,29.976413325775383
3223,7663-ZTEGJ,0.11038942387933197,100.55,2413.2,266.3917577056039,29.917527311681155
3224,2988-GBIVW,0.12197721863212614,90.85,2180.3999999999996,265.9591275054878,29.78773825164633
3225,8654-DHAOW,0.20437953399360684,54.15,1299.6,265.6116423780914,29.683492713427412
3226,9079-LWTFD,0.109811022730542,100.75,2418.0,265.52305296245055,29.656915888735156
3227,1763-WQFUK,0.21900517070004827,50.5,1212.0,265.4342668884585,29.63028006653755
3228,1470-PSXNM,0.11798961223228994,93.65,2247.6000000000004,265.1934524532949,29.55803573598847
3229,4080-IIARD,0.14486761510232796,76.2,1828.8000000000002,264.9338944991374,29.48016834974122
3230,3503-TYDAY,0.13720683099338427,80.45,1930.8000000000002,264.91894928202635,29.475684784607907
3231,7299-GNVPL,0.1307760016203652,84.4,2025.6000000000001,264.89986888221176,29.46996066466353
3232,3956-CJUST,0.14636204502098055,75.4,1809.6000000000001,264.85675666996644,29.457027000989925
3233,8757-TFHHJ,0.221558182609135,49.8,1195.1999999999998,264.80633985443814,29.441901956331435
3234,0103-CSITQ,0.10082421713286663,109.4,2625.6000000000004,264.72406450405464,29.41721935121639
3235,5966-EMAZU,0.1016164426262243,108.5,2604.0,264.6092165986881,29.38276497960642
3236,3571-DPYUH,0.11636328339934092,94.7,2272.8,264.47047051002204,29.341141153006603
3237,4194-WHFCB,0.11370580503231967,96.65,2319.6000000000004,263.75198535296875,29.125595605890624
3238,2851-STERV,0.15041753807948385,73.0,1752.0,263.5315267152557,29.05945801457672
3239,6158-HDPXZ,0.43296362149177414,25.35,608.4000000000001,263.4150673155954,29.02452019467863
3240,7855-DIWPO,0.15979258660518894,68.65,1647.6000000000001,263.27426569070934,28.982279707212797
3241,7129-AZJDE,0.13880029427444823,78.95,1894.8000000000002,262.99879759122456,28.89963927736737
3242,6383-ZTSIW,0.11057403294642958,99.1,2378.3999999999996,262.98927995978806,28.896783987936416
3243,7502-BNYGS,0.15857528607313795,69.1,1658.3999999999999,262.98125442369195,28.89437632710758
3244,5811-IWXYM,0.10798563816755613,101.25,2430.0,262.4051007471614,28.72153022414841
3245,2455-USLMV,0.12885713396434037,84.75,2034.0,262.0954104834683,28.628623145040493
3246,6646-JPPHA,0.1383423702220355,78.85,1892.3999999999999,261.7991014081799,28.53973042245397
3247,5365-LLFYV,0.23777813225738295,45.85,1100.4,261.6510567360242,28.495317020807263
3248,1142-IHLOO,0.12444726620360184,87.55,2101.2,261.48859574700816,28.44657872410245
3249,5575-TPIZQ,0.12188094725373906,89.15,2139.6000000000004,260.77647474410014,28.232942423230043
3250,5887-IKKYO,0.11515251303644572,94.35,2264.3999999999996,260.7513505197276,28.22540515591828
3251,9058-HRZSV,0.11508397706480669,94.4,2265.6000000000004,260.7342584380261,28.220277531407817
3252,5443-SCMKX,0.11519631730463445,94.3,2263.2,260.7123053238487,28.213691597154607
3253,0266-CLZKZ,0.1026132870600319,105.65,2535.6000000000004,260.1862506694169,28.05587520082507
3254,5197-PYEPU,0.1147140418431414,94.45,2266.8,260.03379005003296,28.01013701500989
3255,2830-LEWOA,0.1041880273250263,103.9,2493.6000000000004,259.80326493768564,27.94097948130569
3256,0191-ZHSKZ,0.14470950760311807,74.75,1794.0,259.6088566399938,27.882656991998132
3257,8417-GSODA,0.11706627004646594,92.2,2212.8,259.0442423588199,27.713272707645956
3258,7916-VCCPB,0.14730394638537686,73.25,1758.0,258.9603377454925,27.688101323647743
3259,5213-TWWJU,0.11854248801901376,91.0,2184.0,258.89679383352603,27.6690381500578
3260,2625-TRCZQ,0.21716702197396393,49.65,1191.6,258.7762233841754,27.632867015252614
3261,4391-LNRXK,0.11349125397506776,94.95,2278.8,258.62386955838446,27.587160867515337
3262,3050-GBUSH,0.30964425098693454,34.8,835.1999999999999,258.6148784242877,27.584463527286317
3263,9261-WDCAF,0.19711270573770673,54.65,1311.6,258.5330248455761,27.559907453672835
3264,5307-UVGNB,0.2210941360439569,48.7,1168.8000000000002,258.41482620817686,27.52444786245306
3265,3523-QRQLL,0.1548732568541757,69.5,1668.0,258.32859243276505,27.498577729829506
3266,9693-XMUOB,0.2139553497397249,50.25,1206.0,258.03015178610826,27.409045535832476
3267,1769-GRUIK,0.15106871881713616,71.1,1706.3999999999999,257.7836617895611,27.33509853686833
3268,1794-HBQTJ,0.22087547698360321,48.6,1166.4,257.62915635367483,27.288746906102446
3269,0130-SXOUN,0.12005013452931859,89.4,2145.6000000000004,257.579568646106,27.273870593831802
3270,8099-MZPUJ,0.09595080700267715,111.8,2683.2,257.4552053495833,27.236561604874993
3271,6844-DZKRF,0.21354787571267192,50.2,1204.8000000000002,257.28248065862715,27.184744197588145
3272,0487-RPVUM,0.10784420569566215,99.4,2385.6000000000004,257.27313710757164,27.18194113227149
3273,6257-DTAYD,0.10291664937773456,104.15,2499.6000000000004,257.25045678458537,27.175137035375613
3274,6476-YHMGA,0.14003760305961083,76.5,1836.0,257.10903921744546,27.132711765233637
3275,9348-YVOMK,0.23897975330345508,44.8,1075.1999999999998,256.95103075187484,27.085309225562455
3276,9695-IDRZR,0.09205649400263423,116.15,2787.6000000000004,256.6166826817432,26.98500480452296
3277,8495-PRWFH,0.19211667213442138,55.65,1335.6,256.59102730273315,26.97730819081994
3278,8868-GAGIO,0.12643098890406312,84.55,2029.1999999999998,256.5537626841249,26.96612880523746
3279,3780-DDGSE,0.14045074843647173,76.05,1825.1999999999998,256.3507060462482,26.90521181387446
3280,2379-GYFLQ,0.11254655279341072,94.9,2277.6000000000004,256.3360286422723,26.900808592681685
3281,1110-KYLGQ,0.09861271499294913,108.25,2598.0,256.19583355168186,26.85875006550455
3282,7426-GSWPO,0.10302129272121632,103.5,2484.0,255.90489111950134,26.771467335850403
3283,4256-ZWTZI,0.20906489103688836,51.0,1224.0,255.89542662915136,26.768627988745408
3284,4250-FDVOU,0.18949696376262765,56.25,1350.0,255.82090107954733,26.746270323864195
3285,7241-AJHFS,0.1215680628506854,87.65,2103.6000000000004,255.73057701270184,26.719173103810547
3286,2716-GFZOR,0.12375027989413767,86.1,2066.3999999999996,255.71757837324603,26.715273511973805
3287,5600-PDUJF,0.2151542745518336,49.5,1188.0,255.60327816757834,26.6809834502735
3288,3170-GWYKC,0.10146466269757175,104.95,2518.8,255.56919240264372,26.67075772079312
3289,8213-TAZPM,0.09783846738278508,108.75,2610.0,255.35839986906905,26.60751996072071
3290,1891-QRQSA,0.09533435303628382,111.6,2678.3999999999996,255.34353117238254,26.603059351714762
3291,1078-TDCRN,0.34594398443590013,30.75,738.0,255.3066605136943,26.591998154108296
3292,1485-YDHMM,0.11393883400346014,93.25,2238.0,254.9951104997438,26.498533149923134
3293,3511-APPBJ,0.1062825413595209,99.95,2398.8,254.95056021321875,26.485168063965617
3294,2480-SQIOB,0.23710858853620112,44.8,1075.1999999999998,254.9391543941234,26.481746318237015
3295,7000-WCEVQ,0.17241238627593303,61.6,1478.4,254.8944718703394,26.468341561101823
3296,5370-IIVVL,0.10152849810597582,104.5,2508.0,254.63347324978736,26.39004197493621
3297,3278-FSIXX,0.23445922357035814,45.25,1086.0,254.62271679740894,26.386815039222682
3298,4320-QMLLA,0.19332188450349402,54.85,1316.4,254.48892876039955,26.34667862811986
3299,9844-FELAJ,0.0981844982040917,107.9,2589.6000000000004,254.2585765493159,26.27757296479477
3300,1335-HQMKX,0.10451462633568487,101.35,2432.3999999999996,254.22137709891985,26.266413129675954
3301,4061-UKJWL,0.23293567043994184,45.45,1090.8000000000002,254.0862293158886,26.225868794766583
3302,7850-VWJUU,0.1409586552566398,75.0,1800.0,253.72557946195167,26.117673838585503
3303,4350-ZTLPI,0.09702822234710193,108.95,2614.8,253.70939579320213,26.112818737960637
3304,8869-LIHMK,0.09184057466197751,115.1,2762.3999999999996,253.70040344624664,26.110121033873995
3305,8089-UZWLX,0.10150430003819588,104.05,2497.2,253.47653805538275,26.042961416614816
3306,6133-OZILE,0.29992973393033395,35.2,844.8000000000001,253.38063922434614,26.014191767303842
3307,3197-NNYNB,0.10039457129685676,105.1,2522.3999999999996,253.23526663919145,25.970579991757432
3308,6993-YCOBK,0.09535320058619531,110.6,2654.3999999999996,253.1055356359968,25.931660690799035
3309,4531-AUZNK,0.11074056092152344,95.15,2283.6000000000004,252.88714492039097,25.866143476117287
3310,1202-KKGFU,0.1943923273625041,54.2,1300.8000000000002,252.8655394331454,25.85966182994362
3311,7255-SSFBC,0.09380635877821135,112.25,2694.0,252.71433054850138,25.814299164550405
3312,9052-VKDUW,0.09625005390494659,109.4,2625.6000000000004,252.7141415328278,25.81424245984833
3313,8728-SKJLR,0.14181134189465558,74.25,1782.0,252.70781125627624,25.812343376882865
3314,4676-MQUEA,0.10325561142865056,101.9,2445.6000000000004,252.52192330990783,25.75657699297234
3315,2637-FKFSY,0.2281421781940053,46.1,1106.4,252.4165059538475,25.72495178615425
3316,5533-NHFRF,0.23660008308335795,44.4,1065.6,252.1210485336262,25.636314560087854
3317,5795-KTGUD,0.09477850594104134,110.8,2659.2,252.03500299841713,25.610500899525135
3318,0308-GIQJT,0.09929233164456049,105.75,2538.0,252.00393771389452,25.601181314168358
3319,6300-BWMJX,0.11242973111531043,93.35,2240.3999999999996,251.88756959074146,25.566270877222436
3320,6297-NOOPG,0.0949718278306259,110.5,2652.0,251.86528740681987,25.559586222045965
3321,2208-NQBCT,0.12801392166785347,81.95,1966.8000000000002,251.77778113633423,25.533334340900268
3322,6994-KERXL,0.18755762957767497,55.9,1341.6,251.62731584140872,25.488194752422615
3323,4973-RLZVI,0.1400244591567131,74.65,1791.6000000000001,250.86782102516722,25.260346307550165
3324,9752-ZNQUT,0.21494087390006675,48.6,1166.4,250.70703531703788,25.212110595111355
3325,0689-DSXGL,0.12166845627592848,85.8,2059.2,250.5396851633919,25.161905549017575
3326,1020-JPQOW,0.11525557078542184,90.55,2173.2,250.47340643087873,25.14202192926362
3327,2189-UXTKY,0.13170601349915062,79.2,1900.8000000000002,250.3467904591855,25.104037137755654
3328,6227-FBDXH,0.10482955011596254,99.5,2388.0,250.33296567691855,25.09988970307556
3329,0058-EVZWM,0.11608837940203934,89.8,2155.2,250.19367528727517,25.058102586182542
3330,3798-EPWRR,0.23710945371460546,43.95,1054.8000000000002,250.10305177816588,25.030915533449758
3331,3807-BPOMJ,0.10993181211765413,94.75,2274.0,249.9849407555455,24.99548222666364
3332,9701-CDXHR,0.15029111510039503,69.15,1659.6000000000001,249.4231346206156,24.826940386184674
3333,7594-LZNWR,0.1502183731383675,69.15,1659.6000000000001,249.30241206043473,24.790723618130414
3334,7576-ASEJU,0.138825530207325,74.7,1792.8000000000002,248.88641055569227,24.66592316670767
3335,0929-HYQEW,0.2066705378479135,50.15,1203.6,248.74865935374868,24.624597806124598
3336,8591-TKMZH,0.0932773857614191,111.1,2666.3999999999996,248.71482139424785,24.614446418274355
3337,1442-OKRJE,0.10042006784618848,103.15,2475.6000000000004,248.59991996002424,24.579975988007263
3338,4815-YOSUK,0.0987100655860929,104.9,2517.6000000000004,248.5124611195475,24.553738335864253
3339,4615-PIVVU,0.15558892081327702,66.5,1596.0,248.31991761799011,24.495975285397037
3340,7802-EFKNY,0.4142933476862639,24.95,598.8,248.0788565945348,24.42365697836044
3341,8033-ATFAS,0.17259856826457826,59.85,1436.4,247.92058345524023,24.376175036572064
3342,0239-OXEXL,0.12256918002960218,84.25,2022.0,247.8348820198556,24.350464605956674
3343,8752-GHJFU,0.11220506648293291,92.0,2208.0,247.74878679431586,24.324636038294756
3344,1741-WTPON,0.08902981866757734,115.85,2780.3999999999996,247.538507823332,24.261552346999594
3345,4332-MUOEZ,0.10921434690790024,94.3,2263.2,247.17390992195982,24.15217297658795
3346,1436-ZMJAN,0.15188110666618157,67.8,1627.1999999999998,247.14093676721063,24.14228103016319
3347,0048-LUMLS,0.11289399076065025,91.2,2188.8,247.1023669769113,24.13071009307339
3348,0824-VWDPO,0.10633199936783204,96.75,2322.0,246.902902532106,24.070870759631802
3349,3128-YOVTD,0.12994982757513612,79.15,1899.6000000000001,246.8526924617286,24.05580773851858
3350,9470-RTWDV,0.12543038404958146,82.0,1968.0,246.8469958095763,24.05409874287288
3351,0356-OBMAC,0.10284869593458357,99.9,2397.6000000000004,246.5900333727576,23.977010011827275
